1,626	2,765	1,359	2,571	1,968	2,950	1,491	2,356	1,574	1,274	2,853	1,684	3,037	1,789	1,938	2,522	1,716	1,033	2,118	2,807
2,003	2,663	2,783	2,151	2,268	1,075	2,308	2,441	2,696	2,021	2,169	2,043	2,157	1,806	1,817	1,935	1,746	2,166	1,615	,547
2,182	1,042	1,812	2,222	2,008	2,428	2,319	1,512	2,187	1,920	1,812	2,105	2,670	1,487	1,887	2,257	1,667	2,914	1,922	1,123
1,771	2,335	2,015	1,963	1,903	1,967	1,673	2,509	2,589	2,815	2,319	1,008	1,727	2,686	1,708	1,913	2,084	1,852	2,577	2,476
1,996	1,751	2,317	1,621	2,478	1,954	1,776	1,789	1,504	1,100	1,148	2,740	1,690	2,036	1,187	2,017	1,406	2,346	2,150	2,278
1,684	1,184	2,419	2,778	1,660	1,467	,528	1,990	1,485	1,328	2,734	1,162	2,755	1,614	2,265	2,307	2,154	2,063	2,348	2,750
2,378	1,691	1,846	1,261	1,625	2,303	2,035	2,862	2,464	2,682	2,445	1,391	2,387	1,793	1,072	1,618	1,659	2,112	1,502	1,749
1,720	2,187	2,693	2,309	2,163	2,580	1,522	2,451	2,843	1,557	1,597	1,875	1,775	2,029	1,515	1,606	2,164	1,660	1,669	2,165
2,198	2,537	1,668	1,939	2,451	2,597	1,971	2,451	1,853	2,029	1,839	1,885	1,204	1,972	,685	2,182	1,551	1,753	1,711	1,425
1,605	1,872	2,046	1,353	1,834	2,015	2,229	2,073	1,797	1,807	2,434	1,694	1,879	1,586	1,910	1,592	1,974	1,876	1,357	1,831
